video_id,translated_description
f9e6ab2c45ba4cbfdfd7e6afadd408a1,"скульптуру женщины, сидящей на стуле, мужчину в костюме и очках, сидящую за столом, группу людей, сидящих вокруг пожарной ямы, черно-белую фотографию мужчины с длинными волосами, женщину в зеленой рубашке, стоящую перед баром."
8a33343d39af6a2d2d7cecf209a7a10f,"черный фон с белыми линиями на нем, группа людей, работающих в мастерской, две женщины, работающие на деревянных работах в мастерской, мужчина в красной рубашке и синем фартуке с ножом, мужчина и женщина в деревянной мастерской, человек в черных штанах и пара чёрных туфель."
908fdc7c1846b14320528fa5f7504298,"картинка радужного круга, женщина, стоящая перед неоновым знаком, фотография двух людей, танцующих на улице, мужчина с немецким флагом, нарисованным на его лице."
44eed821af4098ae4afe319709ca58f6,"скульптуру женщины, сидящей на стуле, группу людей, стоящих на сцене, мужчину и женщину, сидящую на бочках, женщину в черном платье, сидящую на диване перед телевизором, мужчину, сидящего на полу рядом с женщиной, молодого мужчину в очках и держащего микрофон."
b1ee6389d43e0a7705ddf03fa8b0afde,"Женщина в синем костюме и золотом ожерелье, мужчина в черной рубашке и коричневом жилете, сидящий на стуле, мужчина и женщина, сидящие в стульях в гостиной, мужчина, стоящий перед растением."
383008bf0c6467443b55d3aa3c4b54f1,"- изображение кругового объекта посередине изображения, изображение двух женщин, играющих в карты на столе, мужчина, сидящий на стуле, мужчина и женщина сидящий за столом, женщина с двумя картами."
dd7134857bbb976f085beaafcc817164,"На ночном небе видна звезда, человек, стоящий перед рождественским деревом, женщина, стоящая на сцене, держащая микрофон, мужчина, стоящий перед рождественским деревом."
69eab011e932d4008152b85696a0a80a,"черный фон с белым текстом на нем, маленькая девочка бегает вверх по лестнице с золотой монетой, две девочки стоят перед дверью, две маленькие девочки разговаривают на кухне, мультяшный персонаж на кухне с раковиной, мальчик в комнате с открытой дверью."
fb3623d18f3d568e9df23aac45816ada,"мужчина, стоящий рядом с собакой на поводке, группа людей сидящих в задней части машины, женщина в розовой рубашке, стоящая в офисе, мужчина, стоящий перед стеклянной дверью."
82466381c1f1cef3a542706654823be7,"Белый фон с синим логотипом, женщина, едущая на задней части белой лошади, группа людей, катающихся на лошадях внутри здания, женщина, стоящая перед стойкой одежды, мужчина и женщина, стоящие рядом с мужчиной в салоне."
7eecbd10bdaa596c2921ecb9bf7dbf69,"мужчина в серой куртке и черных штанах, мужчина, стоящий рядом с женщиной перед машиной, женщина в оранжевой куртке и белой рубашке, близко от эмблемы на машине."
352ac5864d82c9d0b38d72f08607817b,"черная доска с надписью « правило » на ней, мужчина с бородой, сидящей за столом, человек, пишущий на листе бумаги, женщина с рыжими волосами, сидящая за столом перед мужчиной."
a2404a2daf5898d5a41c954531f3ff94,"Женщина, сидящая на кровати и говорящая на камере, женщина, стоящая перед белой доской, мужчина в костюме и очках, смотрящий на камеру, фотография девушки с наклейками на ней, изображение женщины в серебряном платье и фото женщины в золотом платье."
47468ddd40617945dca0a2396dfb0e09,"черный фон с белым текстом на нем, мужчина с татуировками, стоящими перед цветным фоном, и мужчина в клетке с руками на решетках, мужчина идет по узкому переулку, человек в комнате с красными стенами, группа людей, стоящих сзади здания, и образ человека на боксерском кольце."
16c6b820332bdcdc87ef197ab017d3a7,"красно-синий свет в темноте, человек, сидящий на диване с плюшевым медведем, группа людей бегает в спортзале, человек, стоящий перед толпой с растянутыми руками."
32ce37e355e017bcf4104a727c3ac306,"Брызг воды на черном фоне, карта, показывающая маршруты гонки, человек в синем пиджаке и зеленой шляпе, стоящий на снегу, человек, стоящий на вершине покрытой снегом земли."
e714d955948cdfb7c8edd5d8325a5ff6,"статуя женщины с розовым светом на голове, неоновый знак в темноте с черным фоном, двое мужчин сидят на стульях на сцене, двое мужчин сидят на стульях, разговаривают друг с другом."
f61c677f18e3f7eeed5d151616f38b94,"скульптура женщины, сидящей на стуле, мужчины, стоящего на сцене перед толпой, и мужчины, поющего в микрофон, мужчины в белой рубашке и бейсбольной шапке."
c11e29c0a53677dac8efbf7b38d80d69,"Две женщины разговаривают в офисе, в гостиной с диваном и столом, женщина стоит перед компьютером, диван, который сидит на деревянном полу."
3479baba7880dcf65066c7f4629bff36,"мужчина, стоящий рядом с собакой на поводке, два человека, сидящие за столом в кемпинге, женщина, стоящая перед магазином, и женщина, держащая микрофон, изображение человека в туннеле, двое молодых мужчин, едящих еду, мужчина, стоящий за стойкой в ресторане."
17be57ec640fd6b597e331f7c42261b6,"Женщина, поющая в микрофон перед микрофоном, два человека сидящие за столом перед ним. Микрофоны, группа мужчин, играющих на инструментах в комнате звукозаписи, мужчина в свитере, поющий в микрофоне."
5d01117127517d932d4d224b7663e17f,"Статуя женщины с розовым светом на голове, мужчина в синем костюме, сидящий на красном стуле, женщина в розовом костюме, стоящая перед баром, лысый лысый."
da842509c860e6ce92e8714eab469f7d,"черный фон с белыми линиями, мужчина, стоящий перед кирпичной стеной, женщина в розовом платье с куском бумаги, маленькая девочка, играющая с деревянным столом, мужчина и женщина, говорящие в комнате, мужчины, стоящие рядом с женщиной, группа людей в комнате с деревянной мебелью."
ba447f6dad5760704a07ffc022e83f92,"На снежном поле припаркована группа автомобилей, припаркованная на снегу, синий грузовик, припаркованный в выставочном зале, человек, пользующийся автоматом, припаркован на покрытой снегом земле, грузовик, проезжающий через покрытое снегом поле."
4fe956b5fd39479dc3e4165711566f07,"Мужчина, стоящий перед красным светом, мужчина с наушниками и микрофоном перед ним, группа людей, стоящих в передней части зеленого экрана, женщина с длинными каштановыми волосами и белой рубашкой, стоящая позади кирпичной стены, мужчина, стоящий рядом с другим мужчиной в комнате, мужчина с бородой, сидящий рядом с мужчиной в шляпе, двое мужчин, сражающихся перед толпой."
5f13eb105db5ddd1bef7d77f3bfa6a25,"Женщина в белой рубашке, стоящая перед красочными огнями, две собаки находятся в задней части грузовика, три собаки в машине, рядом с куском хлеба на столе, мужчина в костюме астронавта и шлеме, с космодрома запускается ракета."
8d8989684f2213f87546c2383e971e95,"черный фон с белым текстом, в котором говорится, что маленькая девочка поднимается по лестнице с золотой монетой, мальчик стоит перед домом, двое детей смотрят из окна в замок, мультфильм мужчины и женщины на пляже."
06c0ce9083a541fddfa1e80b51acd677,"черный фон с белым текстом на нем, две женщины сидят за столом перед красными занавесками, женщина в костюме разговаривает с кем-то, группа людей сидят в ресторане, и мужчина с планшетом."
3628de002c0295903b30e138b6336ddd,"Двое мужчин сидят на стульях перед камином, мужчина в тюремной камере с женщиной за ним, женщина в красном платье и мужчина в черной рубашке, разговаривающие друг с другом, мужчина, стоящий на красном стуле."
e5558bef6fcbe71faa4deb3f195efba8,"черный фон с белым текстом, в котором говорится, что женщина сидит за столом перед книгой, группа людей сидящих за столом, два человека сидят на диване."
6adf7c896799d0c5d63486af2d25078b,"Закрытое металлическим куском в темноте, изображение солнца, взятого из Насы, женщина, сидящая за столом с пишущей машинкой, два человека сидящие за столами в комнате, фотография здания в центре города."
a9653dda9169d21f69a355ad6c4e2f64,"Заглавный экран для названия игры, мужчина в черной толстовке, стоящий перед стеной, два человека, стоящих в передней стене со скалой с гитарами на ней, группа людей, стоящих за столом, и человек, стоящий на трибуне."
ca9201099e1f971acf8e809a540674a2,"Женщина, стоящая в снегу перед знаком, женщина, стоящая рядом со знаком, и молодой мальчик, стоящий перед скульптурой снега, мальчик стоит перед скульптурами снега."
b9fcdc8ea7b5a7fc3e3ce6bdcd26263b,"Комната, полная обломков и обломков, мужчина, сидящий перед ноутбуком, и мужчина, говорящий по телефону в комнате, мужчина в полосатой рубашке делает свои волосы, мужчина в синей рубашке делает знак мира, а другой мужчина смотрит на камеру."
0229d6d84fabedd40dcc4f892091d352,"черный фон с белым текстом на нём, изображение девушки с длинными волосами и зеленой рубашкой, мужчина в черной рубашке смотрит на ноутбук, молодая девушка сидит перед ноутбуком."
a80794bfa421b4cbe742d892392f8b48,"Черно - белое фото человека в костюме, группа людей, стоящих перед зданием, красный и белый дом со снегом на земле, взгляд птицы на озеро, окруженное снегом, человек, стоящий на покрытом снегом мосту."
9ec15689741e828cc47780342f3c2e74,"Заголовок игры, женщина, разговаривающая с другой женщиной на заднем плане, мужчина в форме ест еду рядом с машиной, молодая девушка в кепке для выпускников идет по улице, мужчина в военной форме разговаривает с женщиной, группа людей стоит перед грузовиком и мужчина фотографирует игровую площадку."
aca4ebe0d20fcbf240933b50207d3a47,"Альбом обложку для дебюта альбома, женщина в розовом пальто, мужчина и женщина, стоящие перед синей стеной, группа людей, стоящих в фронте здания, два человека в комнате со стеклянной стеной."
7f2c96af903c87a5b4a88759e6538ec6,"черная и фиолетовая полоска, мужчина в красной куртке, стоящий рядом с другим мужчиной, двое мужчин сидят на качели в парке, мужчина в зеленой и белой рубашке стоит на футбольном поле."
6abe225b414e16aa14179c8f7b1cb7f1,"черный фон с белыми линиями на нем, мужчина и женщина на кухне готовили еду, человек готовил еду на деревянной доске для резки и мужчина в форме шеф - повара готовил еду."
f2b2785c9a3fd3e112d6eeffbc2bfb13,"черный фон с красным и белым текстом, который гласит: мужчина и женщина сидят за столом, мужчина сидит на стуле в комнате, кошка ходит по снежному двору."
d9a02cd54a5fe5478c915f92f7292d02,"Мужчина в жёлтом жилете виде, женщина в жёлтой куртке и черные брюки стоят на снегу. В другом образе снег сложен на улице, а женщина стоит рядом с лошадью."
dd01560a54cd57da31effcb0d9f9ab35,"мужчина в жёлтой куртке, стоящий перед зданием, мужчина, стоящий на кухне рядом с другим мужчиной, двое мужчин, сидящих за столом, едят еду, группа людей, стоящих рядом с медведем, мужчина, сидящий на заднем сидении машины с открытым ртом."
a8d73a0e199d8132c0f70dcdddb1d8d3,"Звезда видна в ночном небе, женщина стоит на сцене перед микрофоном, женщина, сидящая на стуле рядом с рождественским деревом, мужчина стоит посреди толпы с микрофоном в руке."
a4a2880426b219bde9868f03bd445031,"Кошка, сидящая на вершине дерева, женщина, сидящая на кровати в комнате, комната, заполненная множеством различных предметов, мужчина в черной рубашке, смотрящий в камеру, вид снежного леса через окно."
a80651be771f5567b9d72b5be6b057ca,"Женщина, сидящая перед компьютером с бутылкой воды, мужчина, сидящий за офисным столом с книгой."
7ed87cad7ce32737e0a7d03d84434df7,"Группа людей наблюдает за тюленью в бассейне с шлангом, два морских льва в клетке в зоопарке, мужчина, стоявший на коленях в снегу с плюшевым медведем, черный джип припаркован в Сноу, человек в красном жилете рядом с бассейном."
42d03628d2f004d9aa8b7c3a8b57a60b,"Скульптура женщины, сидящей на стуле, женщины в полосатой рубашке и красной шляпе, мужчина, стоящий перед огнем, осьминог с шляпой на голове, мужчина в черной рубашке, разговаривает с другим мужчиной."
fca5f02bb1fbb175f6f6c8b0a27de274,"черный фон с белым текстом, женщина сидит рядом с мужчиной в черном толстовке, мужчина и женщина сидят на бочке, женщина с длинными светлыми волосами в черной рубашке и красной помаде, молодой человек в серой шляпе и черной толстовке."
b1ebd4186a8cfc77d135b8778c7f9420,"Рядом с ними стояла группа мужчин, два человека стояли в задней части грузовика, мужчина держал в руке рыбацкую приманку, человек летал над водой, человек в кей рыбачилке на озере, человек ел хот-дог на поле."
29971fc753cac1e2fa93dfc966b913aa,"Молодой мальчик в лаборатории в халате, мужчина в очках смотрит на небо, черная собака смотрит вниз в камеру, женщина, стоящая перед столом с едой, молодой мужчина и женщина смотрят на что-то на планшете, изображение пруда посреди поля."
c477b6170b5991c1550032c394d93fd0,"скульптура женщины, сидящей на стуле, двое людей в комнате с столом и стульями, мужчина в костюме, сидящий на желтом стуле, мужчина, сидящий на вершине кучи шин, женщина, стоящая перед стеной граффити, группа людей, сидящая на сцене."
4f2700b0c7a692679839a3c13a640579,"Заголовок игры, название игры, черный фон с белым текстом, который гласит ""в темноту"", вид изнутри автомобиля, женщина в белой шляпе и мужчина в черной куртке, группа людей сидящих в стульях в комнате."
d65ffffb8545ab26c7a5d9b34bda193c,"Женщина, которая сидит на кровати и держит плюшевое животное, женщина, стоящая перед доской, фотография пары поцелуев на фоне розового фона, мужчина, сидящий за столом и разговаривающий с женщиной, и мужчина и женщина, сидящие за столом."
ca26ef5a24228c633eb7132829443671,"Карта с названиями разных стран, мужчина, сидящий в кресле перед телевизором, и мужчина в красной куртке и очках, сидящий за столом. Два мужчины в этой картинке наблюдения, женщина в белой рубашке и очках на экране телевизора, мужчина в зеленой толстовке смотрит на камеру."
6b1e47031bd0364b69d5223b8399b5b7,"скульптура женщины, сидящей на стуле, женщины, держащей зеркало перед лицом, фото человека на сцене, мужчины и женщины, танцующего на сцене, женщины, смотрящей на мужчину в костюме, группы людей, стоящих на сцене."
016be89520c118d8c2cea498b6073842,"пару красных перцев, сидящих на столе, мужчина в зеленой рубашке и красной шляпе, двое мужчин, стоящих на кухне, готовящих еду, мужчина в зеленой рубашке и шапке, мужчина в красной рубашке и зеленой рубашке, мужчина с бородой и зеленой шляпой, двое мужчин готовят еду на кухне."
08be39ce16a297ce030f2e22bd60918d,"мужчина в красной куртке с выпивкой, человек, стоящий в снегу рядом с лужей, мужчина, держащий рыбу, два человека, стоящих в водоеме, два мальчика, стоящих в снегу рядом с машиной."
ca25a936356ba145b4de62c34b49c696,"черный фон с белыми линиями, мужчина и женщина на кухне готовящие еду, человек смешивает что-то в миску мужчина и женщина, стоящие рядом с мужчиной на кухне, женщина в зеленой куртке готовит еду, человек в зеленой куртке и мужчина с черной шляпой готовит еду на заднем плане."
e1fd71fc161933ac2bb9ad430f316d4d,"черный фон с белыми линиями и черным фоном без белых линий два мужчины стоят перед рождественским деревом с едой, мужчина в черной рубашке с бутылкой вина, человек разрезает кусок мяса на доске, сковородка полна пищи на плите."
f4b1fd188fe77f9f56de07e867128b13,"черный фон с белыми линиями и белым фоном с черными линиями, три мужчины, стоящих вокруг стола с едой на нем, два мужчины, стоящих перед зданием, два мужчины, стоящих рядом друг с другом, два человека, готовящие еду на деревянном столе."
f2bf833bb7268418dc4744fe3a349e16,"черный фон с белым текстом на нем, два человека, стоящих вокруг палатки в траве, мужчина в зеленой рубашке и шляпе, сидящий на земле, группа людей, стоящих рядом друг с другом."
d5331e23a7cb8bc7e80a9b52e176f6b0,"черная и белая фотография человека в темноте, мужчина в черной рубашке сидящий на стуле, двое мужчин сидящих на стульях перед красным занавесом, мужчина, держащий телефон в руке, человек, сидящий в стуле, говорящий на сотовой."
5bd5a7aa8c55725621e33bbed89a4c26,"Заголовок игры, мужчина в военной форме, стоящий на улице, мужчина с длинными волосами, стоящий перед припаркованными автомобилями, группа людей, стоящих рядом друг с другом."
f1e6e04929cbee1809d89d6fb4a70f1d,"Женщина, идущая по тротуару перед магазином, женщина, сидящая за столом с микрофоном впереди, и женщина в баре с микрофоном в руке, женщина, сидящая на стуле в ресторане, и мужчина, сидящий за столом рядом с ней с камерой в руке."
ae710fb7848c9c104ad9eaa7315f5ae9,"Женщина, сидящая на стуле с открытым ртом, женщина в черной рубашке, стоящей перед стеной, и женщина, сидящая на стуле в комнате, две женщины сидящие на стульях в комнате: женщина с руками на груди и две женщины в фиолетовом платье."
aec278cd636818fa15e899bac9969388,"Женщина, стоящая под дождем, держащая зонтик, изображение картины на стене, группа людей, стоящих в комнате, мужчина, стоящий перед зеленой и синей скульптурой, компьютерный экран с словом глубоко внутри."
85078e687c511bd7f2aa9e43d0b96735,"Человек, стоящий в темной комнате, черное и белое фото мужчины, играющего на гитаре, женщина с длинными волосами, стоящая перед микрофоном, мужчина, стоящий рядом с женщиной за столом, лысый лысый лысый, лысый лысый лысый лысый, лысый лысый лысый лысый болд, лысый лысый болд и лысый лысый болд - это изображения лысых мужчин и женщин."
ded01cbe504a5e08de64f0a01b082ea3,"Группа людей одета в средневековые костюмы, женщина в кабинете стоматолога в шляпе, а мужчина и женщина стоят рядом с озером."
6eff73bd7c0825e1d2ebe1d61679b41a,"Черно-белое фото холодильника, мужчина в ковбойской шляпе сидящий за столом, трое мужчин стоят на кухне вместе, два флага висят на стене в комнате, мужчина стоит на кухне с открытым ртом, группа людей стоит в снегу, стол с тарелкой с едой на нем."
c76deb376b54bd5035141cd986849c3b,"Цитата на черном фоне со словами "", "", "", "", ', ', ', ', ' и '"" на ней."
93cc77cb0f4e697e91cec455a0b1014b,"черный фон со словами правил и правил, женщина стоит перед телевизором, мужчина стоит в комнате с красным светом, женщина держит винный бокал в руке, близко красная помада с щеткой, человек рисует на листе бумаги."
fdffb6e8c447032af24a14169b29b2b1,"мужчина, сидящий в стуле перед зеркалом, мужчина в зеленой рубашке и черной куртке, сидящий на красном диване, группа людей, играющих на сцене, женщина, стоящая перед толпой людей."
a0c9cc64088f25405de0588ec7a4caba,"Человек, стоящий перед красным светом, мужчина в коричневой рубашке с микрофоном, двое мужчин, сидящих на полу в спортзале, группа людей, стоящих перед Красной Стеной, группа людей, стоящих вокруг красного и синего объекта, мужчина с длинной бородой и бородой перед толпой."
31f032a104b535631926223400c2c7d9,"черный фон с белым и красным логотипом, мужчина, сидящий сверху желтого кресла, группа людей, сидящих вокруг стола в комнате, рядом с человеком, играющим в барабан, две женщины, играющие на барабанах перед микрофоном."
f85e02cd97f70a43ab3f2788631a00e6,"Человек, стоящий перед столом с едой, мужчина, держащий стакан пива в руке, и мужчина, обрезающий мясо на доске для резки, мужчина в черной толстовке готовит еду, человек втягивает что-то в горшок, люди указывают на камеру пальцем."
79cc0f53d0b33069fb0a60a6523287a0,"черно-белое фото луны в небе, мужчина, держащий теннисную ракетку на вершине теннисного корта, двое мужчин, сидящих на голубых стульях на стадионе, женщина, стоящая перед чёрным экраном."
cd21c3788828082d2031662c96f41a2f,"черный фон с белым и красным логотипом, группа людей, сидящих вокруг стола на сцене, мужчина в костюме, сидящий на желтом стуле, и человек, стоящий на вершине зелёной бочки."
709b7ef8c3ff32c399401b3e3c496e35,"Машина едет по дороге в снегу, мужчина сидит на водительском сидении машины, и мужчина стоит рядом с машиной в воде, мужчина в красной рубашке и черных шортах бегает по замороженному озеру, группа людей стоит на сверху покрытого снегом поля."
bc14c5f11e421777f7aad73a802146dd,"Изображение галактики со звездами на заднем плане, изображение изображения с цитатой на ней, группа людей, сидящих за столами перед звездным фоном, двое мужчин сидящих за столом перед галактикой."
4354a1ad8bf75f42466420f4b52dcbcd,"Скульптура женщины, сидящей на стуле, мужчина в костюме и шляпе, поющий в микрофон, группа мужчин, играющих на сцене в инструменты, барабанщик, играющий на сцене на концерте."
ff022886234c3354531564dc3c154a13,"Заголовок названия фильма показан посередине экрана, группа людей, стоящих на снегу."
f76723662f79bca0d45acfe491a5aeee,"статуя женщины в белом платье, неоновый знак в темноте с черным фоном, мужчина в черном пиджаке сидящий за столом, лысый мужчина, группа людей сидящих на сцене."
e66b06cf902810f1d09e470947e91c80,"черный фон с белым текстом на нем, городская улица с людьми, идущими по улице, покрытой рождественскими огнями, улица с автомобилями, припаркованными на ней ночью, улица с часовой башней на заднем плане, снежная улица и снег на земле."
5fbc221f3df6cff73f2d272ac16aeea3,"Мультфильм о мужчине на велосипеде, персонаже мультфильма, сражающемся с женщиной в пещере, двое мужчин сидящих за столом с напитками в руках, кирпичная стена с словом ""привет"" на нем, группа мультфильмовых персонажей перед огнем."
76b27004f56b95c3436f1fec0e97d4cc,"Человек в красной куртке и солнцезащитных очках стоит на баскетбольном дворе, огонь с словом « антонио » на нем."
7444a2ce14b3a95644df679b775e171a,"- образ красного света в темном небе, мужчина в красном пиджаке, стоящем в снегу, и мужчина, сидящий на диване рядом с женщиной, мужчина, стоящий в спортзале с поднятыми руками, мужчина в солнечных очках и куртке, амман, сидящий в стуле рядом с часами, и мужчина в красной куртке и солнечных очках, ходящий по снегу."
11d53b5fa5ac7709919ffcfd01150a3a,"Коллаж из гостиной, столовой и кухни, две женщины стоят перед компьютером, мужчина в черной рубашке и черные перчатки работают над куском металла, серая занавеска с белым занавесом на заднем плане, спальня с кроватью и столом, женщина в костюме разговаривает с кем-то."
7d907b332f1212b4bf6453d8bfab7225,"- образ черного и фиолетового фона, женщина идет вниз по лестнице здания, мужчина в красной куртке играет с красной лентой, мужчина стоит на боксерском кольце в спортзале, в квартире с голубыми и белыми окнами."
fd316c0e150c30ba2156f82e65bfea62,"Человек, стоящий перед столом с едой, человек, обрезающий кусок сыра ножом, человек готовящий еду на кухне, сковородка, полная картошки, готовящая на плите, две чаши с едой на деревянном столе."
6ab2b5c91e02ad530ac31f8e57e37af1,"черный фон с белым текстом, в котором говорится, что автомобиль виден через зеркало заднего вида, мужчина в жилете смотрит на белый фургон, группа лошадей выпасает на поле, группа людей стоит на скалистой горе, человек, стоящий рядом с палаткой в лесу, люди сидящие вокруг костра."
a85b3391b4794b13168655cf53733f54,"черный фон с белым текстом на нем, женщина в синем свитере, стоящая перед микрофоном, группа желтых такси, припаркованных на обочине дороги, мужчина, стоящий на коврике в спортзале."
46b9f9b5b0329d8fa3aeb4ebee9e1a51,"Заголовок игры, название игры, мужчина и женщина в темной комнате, мужчина в красной куртке идет по улице, женщина сидит в кресле рядом с камином."
ff35fc896c5b93f1f0272bac7efb097c,"Человек в черной толстовке, стоящий перед стеной, изображение человека в пещере, человека, сидящего на крыше здания в видеоигре, скриншотом мужчины перед зданием, фото человека, играющего в видео игру на телефоне, человека, стоящего перед зданием с камерой."
36a68941f05d6a8ce5bbf82ab53ff80d,"черный фон с белым текстом на нём, молодая девушка в красной вязаной шляпе, женщина, стоящая перед зеленым экраном, большой астероид виден в этом образе с Насы, образ художника на орбите плуто."
884c87d3db626acd37d9786b4c195a44,"черный фон с белым текстом на нем, женщина в розовом платье, стоящая на улице, группа людей сидящих за столом, мужчина, стоящий перед кирпичным зданием, и мужчина с бородой и розовой рубашкой."
ee13dc70ee4d51d6809c216fc717b87b,"иллюстрация красного света в темном небе, мужчина в красной куртке, стоящий перед зеркалом, и два человека, сидящие на скамейке, говорящие друг с другом, мужчина, берущий селфи, и мужчина, сидящий на деревянной скамейке."
77ff0729d440aacebe89e2b62f67344a,"Человек, который ездит на сноуборде вниз по покрытому снегом склону, человек, лежащий в снегу с ногами вверх, группа людей, стоящих вокруг стола с едой, мужчина в красной куртке, стоящий рядом с другими мужчинами в черной куртке, человек, стоящий на вершине снежного поля."
9ec08b22c92b1b7f36bbd999b1cfa518,"Мужчина и женщина стоят рядом друг с другом, мужчина и женщина сидят перед зеленой стеной, имитируя 2 0 0 0, скриншот из двух человек в поле, сельскохозяйственные симуляторы для сельскохозяйственных симуляторов."
8582a7256dff9061382b49061636c242,"черный фон с белыми линиями на нем, черная машина, припаркованная перед зданием, машина, которая работает над трубами, мужчина и женщина, стоящие на кухне, двое мужчин на фабрике разговаривают друг с другом."
4584892ef4814eac9d9e97ea3050c61a,"Заглавный экран для названия игры, мужчина, сидящий за столом перед компьютером, человек, пишущий на листе бумаги, и мужчина с длинными волосами, сидящий на столе."
d70c45bc09cbbe583c9cede0477040a7,"Женщина, сидящая за столом в офисе, плакат с молотком и молотком на заднем плане, занавес в комнате, женщина, стоящая рядом с женщиной в коричневом платье, женщина, стоящая перед занавесками с открытым ртом, картина на стене, гостиная с двумя диванами и кофейным столом."
cf3ef0b2d6227ad372a9b7dcb6cb2df3,"Человек, держащий айфон в руке, мужчина, стоящий перед картиной, автомобиль, припаркованный на снегу, и автомобиль, проезжающий по покрытой снегом дороге."
594d4c34090352b28bbc64b58bdd172b,"Изображение кругового объекта в фиолетовом и зелёном, изображение двух женщин, сидящих за столом перед неоновым знаком, фото человека, держащего камеру, женщины в фиолетовом платье с фиолетовым пакетом."
24dbccf1b42bb1498de96586c17d4957,"Вид на покрытую снегом землю на закате, логотип для первой гонки первого сезона, самолет, который находится на земле в снегу, группа людей, стоящих рядом друг с другом."
ec48060a919cc8c49a97bbfe2c501c98,"Три человека сидят за столом в ресторане, два человека сидят в одном месте одновременно, группа людей сидит вместе за обеденным столом, три мужчины сидят за одним столом, два мужчины сидят вместе."
21bce37163a4a8c228b33f42510ebd76,"Человек, держащий камеру в руке, женщина, сидящая за столом в офисе, группа людей, сидящая на стульях в комнате, мужчина, сидящий перед компьютером."
7cb224aee6ec825391025247b500a3c2,"черный фон со словами, мужчина в черном костюме, стоящий рядом с кучей коробок, женщина в черной рубашке, смотрящая в камеру, человек, стоящий на деревянном полу в комнате, женщина с рыжими волосами, стоящая на снегу, три картины, висящие на стене в здании."
d8b7763d8fe9de0ad08f613ca9f0801d,"Розовое здание со знаком спереди, мужчина и женщина, стоящие рядом с другими людьми, женщина в белом платье с микрофоном, мужчина в бейсбольной форме разговаривает с женщиной, группа людей сидящих на красном диване."
